Account,Followers,Quality_Audience,ER,Est_Post_Price,Avg_Reels_View,Category,Interests,Turkey,Comment_Rate,Score,Sponsored_Reels_View,Campaign_Reach,Performance_Ratio,Cost_Per_Reach,Link_Clicks,Cost_Per_Click,Actual_Campaign_Cost
anatolianpirates,5694,4662,5.224798,40.0,4911,"Airplanes, Drones","Film & Television : 72%, Technology & Gadgets : 70%, Aviation : 63%, Automobiles : 59%, Ecology : 58%, Politics : 57%, Space Exploration : 56%, Traveling : 55%, Hiking & Trekking : 53%, Outdoor Camping : 49%, Social Issues : 48%, Yachting & Sailing : 48%, Motorcycles : 45%, Space & Astronomy : 42%, Entertainment : 39%, Video Gaming : 32%, Snowboarding : 27%, Motorsports : 25%, Theater : 24%, Football & Soccer : 24%, Cosplay : 22%, Photography : 22%, Baseball : 21%, Surfing : 21%",67,0.12,80,,,,,,,
omertarsuslu,6343,4652,10.129276,45.0,26606,"Travel Agencies, Travel, Drones, Hiking & Trekking, Natural Disasters, Cultural & Historical Travel, Solar Power, Relocation, Beautiful Nature, Skydiving","Hiking & Trekking : 76%, Traveling : 74%, Ecology : 71%, Film & Television : 63%, Outdoor Camping : 61%, Space Exploration : 55%, Social Issues : 55%, Politics : 54%, Space & Astronomy : 42%, Entertainment : 34%, Snowboarding : 33%, Technology & Gadgets : 32%, Motorcycles : 32%, Photography : 31%, Automobiles : 26%, Theater : 24%, Motorsports : 21%, Fashion : 20%, Beauty : 20%",64,0.1,80,,,,,,,
kamilecukur_turbantasarim,5368,4649,5.421013,40.0,10495,"Romantic Relationships & Dating, Love & Intimacy, Lingerie & Intimates, Formal Wear, Shopping & Fashion Travel, Beauty, Fashion Trends, Beauty Tips & Hacks, Beauty Tutorials, Makeup","Politics : 64%, Fashion : 64%, Beauty : 58%, Unboxings : 51%, Social Issues : 46%, Film & Television : 45%, Traveling : 44%, Makeup : 43%, Luxury : 40%, Haircare : 38%, Skincare : 34%, Modeling : 33%, Nail Care : 33%, Parenting & Relationships : 30%, Religion : 26%, Business and Careers : 23%, Theater : 23%, Health & Medicine : 20%, Entertainment : 20%",89,0.12,80,,,,,,,
sanisersozleri,5050,4649,9.0,40.0,5573,,"Video Gaming : 87%, Educational : 73%, Interior Design : 69%, Literature : 66%, Stand-up Comedy : 57%, Social Issues : 54%, Science : 50%, Unboxings : 45%, Architecture & Design : 28%, Traveling : 21%, Dance : 20%, Sustainability : 20%",74,0.11,80,,,,,,,
tugcetaskirann,5181,4624,6.581741,40.0,19329,"Travel Agencies, Travel, Romantic Relationships & Dating, Love & Intimacy, Cultural & Historical Travel, Relocation, Climate Change, Solar Power, Smartphones, Social Issues","Traveling : 69%, Politics : 64%, Social Issues : 60%, Film & Television : 58%, Fashion : 52%, Beauty : 46%, Hiking & Trekking : 42%, Entertainment : 33%, Unboxings : 32%, Luxury : 27%, Modeling : 26%, Makeup : 24%, Space & Astronomy : 22%, Space Exploration : 22%, Theater : 21%, Religion : 21%, Ecology : 21%, Photography : 20%, Outdoor Camping : 20%",80,0.5,90,,,,,,,
mustafaakansell,5528,4563,4.5767,40.0,6805,"Gym & Fitness, Weightlifting, Bodybuilding, Gymnastics, Cardio Training, Powerlifting, Stretching, Functional Training, Men's Health, Physics","Fitness & Bodybuilding : 94%, Yoga : 89%, Wrestling : 87%, Physics : 83%, Health & Medicine : 75%, Boxing : 69%, Running & Athletics : 61%, Traveling : 59%, Volleyball : 49%, Fashion : 42%, Social Issues : 39%, Beauty : 39%, Politics : 37%, Hiking & Trekking : 35%, Basketball : 32%, Film & Television : 31%, Biology : 28%, Football & Soccer : 28%, Modeling : 28%, Dance : 26%, Science : 23%, Luxury : 23%, Unboxings : 22%, Business and Careers : 22%, Dining & Nightlife : 21%",64,0.38,90,,,,,,,
sirinlerefsane,4944,4559,6.169094,40.0,12388,"Memes, Political Shows, Gaming Consoles, Movies & TV Shows, Funny Videos, Toys & Games, Gaming, Standup, TV Series, Cosplay","Film & Television : 70%, Entertainment : 66%, Politics : 56%, Social Issues : 51%, Video Gaming : 44%, Theater : 40%, Technology & Gadgets : 37%, Children's Games & Toys : 37%, Cosplay : 36%, Football & Soccer : 28%, Music : 28%, Stand-up Comedy : 27%, Dance : 27%, Unboxings : 27%, Volleyball : 26%, Baseball : 26%, American Football : 23%, Anime, Manga & Comics : 23%, Fashion : 23%",83,0.2,80,,,,,,,
_cihancetinkaya,5757,4534,5.297898,40.0,8503,"Agriculture & Farming, Relocation, Restaurants & Bars, Social Issues, Travel Agencies, Climate Change, Hobbies, Politics, Cultural & Historical Travel, Outdoor Lifestyle","Film & Television : 53%, Social Issues : 51%, Politics : 50%, Traveling : 46%, Gastronomy : 46%, Hiking & Trekking : 46%, Theater : 43%, Coffee Culture : 43%, Entertainment : 41%, Dining & Nightlife : 38%, Cooking : 37%, Business and Careers : 36%, Grilling & BBQ : 35%, Fashion : 34%, Unboxings : 34%, Outdoor Camping : 30%, Health & Medicine : 30%, Snowboarding : 29%, Beauty : 29%, Dance : 28%, Parenting & Relationships : 28%, Ecology : 28%, Handicrafts : 27%, Music : 27%, Finance & Accounting : 27%",67,0.1,80,,,,,,,
hayhak.ankarabarosu,5539,4477,4.757176,40.0,13552,"Religious Organizations, Politics, Social Organisations, Political Shows, Social Issues, Political Leaders, Social Studies Education, Charity, Pastor, Church","Politics : 96%, Social Issues : 95%, Film & Television : 76%, Religion : 58%, Philanthropy & Charity : 56%, Business and Careers : 41%, Pet Care : 37%, Entertainment : 34%, Ecology : 33%, Educational : 25%, Parenting & Relationships : 25%, Finance & Accounting : 25%, Unboxings : 25%, Theater : 24%",84,0.33,90,,,,,,,
dytkubratekay,5638,4474,13.692799,40.0,2163,"Women's Health, Health & Medicine, Healthy Eating, Health Issues, Nutrition, Medicine, Healthy Food, Men's Health, Alternative Medicine, Gym & Fitness","Health & Medicine : 68%, Fashion : 60%, Yoga : 55%, Fitness & Bodybuilding : 53%, Beauty : 48%, Traveling : 46%, Nutritious Foods : 44%, Unboxings : 38%, Luxury : 37%, Skincare : 36%, Parenting & Relationships : 33%, Biology : 32%, Modeling : 32%, Politics : 31%, Makeup : 31%, Social Issues : 28%, Gastronomy : 27%, Coffee Culture : 25%, Cooking : 23%, Haircare : 22%, Dining & Nightlife : 22%, Film & Television : 21%, Meditative Practices : 20%, Business and Careers : 20%",80,0.06,80,,,,,,,
nilgunpadir,5857,4444,14.56377,40.0,716,"Gogs, Exotic Pets, Pets, Cats, Pet Health, Pet Accessories, Pet Training, Wildlife, Wildlife & Nature, Pet Nutrition","Pet Care : 91%, Ecology : 91%, Social Issues : 77%, Children's Games & Toys : 61%, Hiking & Trekking : 54%, Outdoor Camping : 45%, Biology : 40%, Parenting & Relationships : 35%, Politics : 35%, Philanthropy & Charity : 24%, Film & Television : 23%, Unboxings : 23%, Gardening : 23%",87,0.08,80,,,,,,,
kayradphotos,5672,4415,6.197109,40.0,11246,"Airplanes, Drones, Skydiving","Automobiles : 90%, Aviation : 88%, Technology & Gadgets : 87%, Ecology : 82%, Space Exploration : 81%, Outdoor Camping : 78%, Motorcycles : 77%, Yachting & Sailing : 77%, Hiking & Trekking : 74%, Traveling : 65%, Film & Television : 57%, Space & Astronomy : 55%, Politics : 52%, Motorsports : 48%, Social Issues : 46%, AI & Machine Learning : 42%, Snowboarding : 42%, Skateboarding : 27%, Surfing : 26%, Photography : 26%, Baseball : 23%, Entertainment : 23%, Football & Soccer : 23%",68,0.07,80,,,,,,,
siirt24haberr,4710,4403,19.957537,40.0,91597,"Travel Agencies, Cultural & Historical Travel, Politics, Social Issues, Friendship, Travel, Political Leaders, Political Shows, Social Clubs, Romantic Relationships & Dating","Social Issues : 76%, Politics : 74%, Film & Television : 71%, Traveling : 48%, Entertainment : 39%, Theater : 34%, Hiking & Trekking : 30%, Fashion : 30%, Unboxings : 28%, Beauty : 27%, Football & Soccer : 24%, Religion : 23%, Technology & Gadgets : 23%, Business and Careers : 23%, Dining & Nightlife : 20%, Volleyball : 20%, Ecology : 20%",81,0.59,90,,,,,,,
1994_ford_festiva,6146,4393,6.052717,45.0,51275,"Cars, Vehicles, Electric Cars, Motorbikes, Luxury Cars, Bicycles","Motorcycles : 94%, Automobiles : 92%, Technology & Gadgets : 88%, Motorsports : 79%, Film & Television : 61%, Skateboarding : 54%, Politics : 50%, Entertainment : 44%, Social Issues : 41%, Stand-up Comedy : 24%, Theater : 23%, AI & Machine Learning : 22%, Video Gaming : 21%, Cosplay : 20%",71,0.42,90,,,,,,,
oykuacarr.official,5819,4372,5.525004,40.0,2243,"Gym & Fitness, Gymnastics, Cardio Training, Yoga, Bodybuilding, Stretching, Weightlifting, Functional Training, Health Issues, Martial Arts","Yoga : 84%, Fitness & Bodybuilding : 83%, Health & Medicine : 70%, Physics : 68%, Traveling : 61%, Fashion : 60%, Wrestling : 57%, Beauty : 56%, Running & Athletics : 46%, Volleyball : 40%, Modeling : 35%, Boxing : 34%, Hiking & Trekking : 34%, Dance : 33%, Luxury : 31%, Makeup : 30%, Social Issues : 29%, Meditative Practices : 27%, Unboxings : 26%, Politics : 25%, Skincare : 25%, Biology : 24%, Film & Television : 24%, Science : 23%, Parenting & Relationships : 22%",53,0.09,80,,,,,,,
alaattinselcukmusic,6226,4332,7.388371,40.0,9226,"Music, Music Tour, Singer, Headphones, Social Clubs, Entertainment, Theater, Dance, Pop Art, Church","Entertainment : 90%, Theater : 82%, Music : 79%, Dance : 67%, Film & Television : 58%, Stand-up Comedy : 51%, Social Issues : 43%, Politics : 36%, Religion : 25%, Traveling : 20%, Fashion : 19%, Unboxings : 19%",81,0.1,80,,,,,,,
bursaparkmodifiyedernegi,5325,4328,5.295775,40.0,5824,"Vehicles, Motorbikes, Electric Cars, Cars, Standup, Headphones, Social Issues, Social Clubs, Politics, Political Shows","Politics : 70%, Entertainment : 67%, Social Issues : 67%, Motorcycles : 63%, Automobiles : 61%, Film & Television : 54%, Motorsports : 54%, Technology & Gadgets : 51%, Theater : 48%, Music : 40%, Stand-up Comedy : 39%, Skateboarding : 38%, Dance : 38%, Business and Careers : 30%, Football & Soccer : 30%, Finance & Accounting : 27%, Volleyball : 25%, Fashion : 21%, Unboxings : 21%, American Football : 20%, Baseball : 20%",64,0.31,90,,,,,,,
kesmesekerorg,5213,4268,4.891617,40.0,6120,"Music, Headphones, Singer, Music Tour, Entertainment, Theater, Political Shows, Social Clubs, Pop Art, Movies & TV Shows","Entertainment : 89%, Theater : 79%, Music : 78%, Dance : 62%, Film & Television : 58%, Stand-up Comedy : 53%, Social Issues : 41%, Politics : 33%",73,0.09,80,,,,,,,
bavariandriver,4773,4266,4.755919,35.0,3905,"Cars, Vehicles, Motorbikes, Electric Cars, Luxury Cars","Motorcycles : 102%, Automobiles : 96%, Technology & Gadgets : 96%, Motorsports : 95%, Skateboarding : 85%, Aviation : 56%, AI & Machine Learning : 45%, Film & Television : 42%, Snowboarding : 41%, Politics : 35%, Entertainment : 30%, Stand-up Comedy : 27%, Hiking & Trekking : 25%, Traveling : 23%, Social Issues : 21%",53,0.09,80,,,,,,,
ademedimgul,5686,4244,4.634189,40.0,5604,"Outdoor Activities, Snowboarding, Hiking & Trekking, Mountain Biking, Outdoor Lifestyle, Mountains, Rock Climbing, Geology, Trail Running, Kayaking","Hiking & Trekking : 100%, Snowboarding : 95%, Ecology : 94%, Surfing : 88%, Skateboarding : 83%, Outdoor Camping : 81%, Traveling : 74%, Motorsports : 73%, Motorcycles : 51%, Yachting & Sailing : 46%, Space Exploration : 42%, Running & Athletics : 39%, Social Issues : 33%, Photography : 27%, Space & Astronomy : 26%, Fitness & Bodybuilding : 23%, Volleyball : 22%, Pet Care : 22%, Politics : 20%",68,0.1,80,,,,,,,
eserdogn,5423,4228,4.536235,40.0,5198,"Love & Intimacy, Romantic Relationships & Dating, Climate Change, Shopping & Fashion Travel, Social Issues, Personal Development, Travel Agencies, Politics, Online Education, Religion & Spirituality","Politics : 49%, Fashion : 46%, Traveling : 43%, Film & Television : 42%, Social Issues : 41%, Unboxings : 39%, Beauty : 39%, Parenting & Relationships : 38%, Luxury : 33%, Entertainment : 31%, Modeling : 27%, Business and Careers : 26%, Theater : 26%, Health & Medicine : 25%, Makeup : 23%, Hiking & Trekking : 22%, Skincare : 22%, Religion : 22%, Educational : 20%, Philanthropy & Charity : 20%",93,0.09,80,,,,,,,
ozlclk,5300,4212,8.877358,40.0,22260,"Pop Art, Digital Art, VR Devices, Accessories, Fashion Trends, Makeup, Movies & TV Shows, Actors or Actress, Kids Fashion, Cinema","Beauty : 54%, Fashion : 51%, Entertainment : 49%, Film & Television : 46%, Makeup : 45%, Nail Care : 43%, Theater : 40%, Skincare : 40%, Haircare : 40%, Unboxings : 32%, Modeling : 32%, Luxury : 31%, Politics : 28%, Dance : 27%, Social Issues : 25%, Traveling : 25%, Music : 22%, Photography : 22%, Technology & Gadgets : 21%, DIY Projects : 21%, Handicrafts : 20%, Parenting & Relationships : 20%, Stand-up Comedy : 20%",65,0.13,80,,,,,,,
kozansporfk,5148,4195,4.75913,40.0,6183,"Politics, Political Leaders, Football & Soccer, Political Shows, Social Issues, Movies & TV Shows, Volleyball, Social Organisations, Church, Pastor","Politics : 88%, Film & Television : 84%, Social Issues : 84%, Entertainment : 65%, Football & Soccer : 59%, American Football : 47%, Volleyball : 45%, Theater : 43%, Baseball : 43%, Religion : 31%, Traveling : 31%, Basketball : 31%, Business and Careers : 30%, Music : 28%, Unboxings : 26%, Dance : 25%, Fashion : 24%, Finance & Accounting : 20%, Beauty : 20%",82,0.08,80,,,,,,,
dredadenizatkin,5123,4180,4.987312,40.0,10908,"Motherhood, Child Health, Love & Intimacy, Newborn Care, Parenting Hacks & Tips, Women's Health, Family & Parenting, Children Wear, Single Parenting, Maternity Fashion","Fashion : 49%, Beauty : 49%, Parenting & Relationships : 48%, Health & Medicine : 46%, Unboxings : 45%, Skincare : 38%, Politics : 38%, Makeup : 35%, Social Issues : 35%, Children's Games & Toys : 30%, Traveling : 29%, Haircare : 28%, Luxury : 28%, Nail Care : 28%, Film & Television : 27%, Business and Careers : 26%, Modeling : 25%, Philanthropy & Charity : 25%, Meditative Practices : 23%, Yoga : 22%, DIY Projects : 22%, Entertainment : 21%, Theater : 20%",70,0.14,80,,,,,,,
op.dr.zeynep.elmali,6656,4165,6.768329,45.0,2086,"Child Health, Motherhood, Parenting Hacks & Tips, Family & Parenting, Newborn Care, Single Parenting, Women's Health, Love & Intimacy, Kids Education, Baby Food & Nutrition","Parenting & Relationships : 52%, Health & Medicine : 49%, Unboxings : 45%, Beauty : 42%, Fashion : 41%, Politics : 39%, Skincare : 36%, Social Issues : 35%, Children's Games & Toys : 33%, Makeup : 29%, Philanthropy & Charity : 28%, Business and Careers : 28%, Traveling : 28%, Luxury : 28%, Haircare : 26%, Meditative Practices : 24%, Film & Television : 23%, Modeling : 22%, Nail Care : 21%, Yoga : 21%, Finance & Accounting : 20%, DIY Projects : 20%, Religion : 20%, Hiking & Trekking : 20%",77,0.09,80,,,,,,,
ceydamuhcu,5429,4158,16.411862,40.0,12047,"Love & Intimacy, Political Shows, Romantic Relationships & Dating, Political Leaders, Sex & Sexuality, Entertainment, Politics, Headphones, Social Clubs, Memes","Film & Television : 63%, Politics : 62%, Entertainment : 57%, Fashion : 53%, Social Issues : 52%, Beauty : 47%, Theater : 44%, Unboxings : 41%, Traveling : 39%, Dance : 30%, Music : 29%, Business and Careers : 29%, Modeling : 29%, Makeup : 28%, Luxury : 27%, Skincare : 27%, Parenting & Relationships : 26%, Health & Medicine : 26%, Haircare : 24%, Religion : 22%, Nail Care : 20%",64,0.13,90,,,,,,,
sipahirem,4633,4155,12.864235,35.0,38456,"Travel Agencies, Travel, Cultural & Historical Travel, Hiking & Trekking, Relocation, Beautiful Nature, Weather & Climate, Romantic Relationships & Dating, Shopping & Fashion Travel, Climate Change","Traveling : 64%, Fashion : 60%, Beauty : 50%, Hiking & Trekking : 49%, Ecology : 41%, Social Issues : 40%, Film & Television : 39%, Politics : 38%, Modeling : 37%, Luxury : 35%, Outdoor Camping : 31%, Unboxings : 30%, Space Exploration : 26%, Pet Care : 25%, Entertainment : 24%, Makeup : 24%, Parenting & Relationships : 23%, Theater : 22%, Photography : 22%, Space & Astronomy : 21%, Dance : 20%",68,0.3,80,,,,,,,
hayalgunumfotograf,5071,4111,6.438572,35.0,23447,"Romantic Relationships & Dating, Love & Intimacy, Travel Agencies, Travel, Cultural & Historical Travel, Wedding, Political Leaders","Politics : 74%, Film & Television : 67%, Social Issues : 63%, Fashion : 53%, Traveling : 48%, Beauty : 44%, Unboxings : 43%, Entertainment : 35%, Theater : 35%, Parenting & Relationships : 33%, Religion : 28%, Modeling : 26%, Business and Careers : 25%, Makeup : 24%, Luxury : 24%, Volleyball : 21%, Hiking & Trekking : 20%",71,0.1,80,,,,,,,
ilaydayla_,4668,4095,10.721937,35.0,46033,,,86,0.37,80,,,,,,,
benimbasak,5097,4089,6.837355,40.0,7375,"Singer, Music, Music Tour, Headphones, Entertainment, Dance, Theater, Social Clubs, Pop Art, Standup","Entertainment : 82%, Theater : 75%, Music : 69%, Dance : 66%, Stand-up Comedy : 49%, Fashion : 46%, Film & Television : 42%, Beauty : 35%, Modeling : 30%, Social Issues : 26%, Unboxings : 25%, Politics : 25%, Traveling : 23%, Luxury : 23%, Makeup : 21%",69,0.27,90,,,,,,,
umut_norgaz,6237,4084,5.226872,40.0,16180,"Boxing, Sports, Basketball, Football & Soccer, Handball, Wrestling, Baseball, Volleyball, Rugby, American Football","Wrestling : 81%, Football & Soccer : 78%, Volleyball : 77%, Fitness & Bodybuilding : 77%, Boxing : 76%, Baseball : 75%, Basketball : 74%, Social Issues : 63%, Politics : 62%, Film & Television : 51%, American Football : 48%, Yoga : 46%, Physics : 45%, Traveling : 42%, Running & Athletics : 41%, Health & Medicine : 37%, Tennis : 36%, Entertainment : 35%, Fashion : 32%, Business and Careers : 30%, Beauty : 28%, Dance : 24%, Religion : 22%, Theater : 22%, Stand-up Comedy : 22%",77,0.24,80,,,,,,,
betullcetin7,4803,4082,13.179263,35.0,3429,"Volleyball, Golf, Sports, Football & Soccer, Travel, Outdoor Activities, Wwimming, Swimwear, Handball, Travel Agencies","Traveling : 62%, Fashion : 62%, Fitness & Bodybuilding : 61%, Volleyball : 55%, Beauty : 50%, Hiking & Trekking : 47%, Yoga : 45%, Running & Athletics : 43%, Health & Medicine : 42%, Modeling : 36%, Snowboarding : 35%, Politics : 35%, Wrestling : 34%, Social Issues : 33%, Football & Soccer : 31%, Luxury : 30%, Basketball : 30%, Unboxings : 30%, Film & Television : 29%, Physics : 27%, Dance : 27%, Boxing : 26%, Baseball : 25%, Parenting & Relationships : 25%, Business and Careers : 25%",68,0.64,90,,,,,,,
yakantuba,6158,4071,11.058785,40.0,23717,"Kids Sports, Sports, Gym & Fitness, Volleyball, Cardio Training, Boxing, Gymnastics, Golf, Weightlifting, Wrestling","Fitness & Bodybuilding : 71%, Running & Athletics : 65%, Wrestling : 61%, Health & Medicine : 59%, Volleyball : 58%, Yoga : 54%, Fashion : 53%, Boxing : 50%, Beauty : 47%, Politics : 41%, Social Issues : 41%, Football & Soccer : 40%, Traveling : 39%, Parenting & Relationships : 37%, Baseball : 36%, Physics : 34%, Basketball : 34%, Business and Careers : 34%, Unboxings : 34%, Motorsports : 32%, Snowboarding : 32%, Hiking & Trekking : 30%, Modeling : 29%, Tennis : 29%, Film & Television : 27%",65,0.28,80,,,,,,,
